0,THIS IS A 3D SIGN AT A SHOE STORE AT FASHION FAIRE IN FRESNO.
0,CIRCULAR PLASTIC SIGN FOR RED &AMP;AMP; WHITE STORES IN TOLEDO, OHIO.
0,DIRECTION SIGN IN BROAD HINTON VILLAGE ON THE FORMER TURNPIKE ROAD FROM MARLBOROUGH TO WOOTTON BASSETT IN WILTSHIRE
0,BRIDGE SIGN FOR PIG OUT IN THE PARK EVENT.
0,A STREET SIGN IN SOFIA, BULGARIA, THAT IS UNFORTUNATELY REPRESENTATIVE OF MUCH OF THAT CITY.
0,WARNING SIGN ON A SODA MACHINE IN THE LAS VEGAS MONORAIL.
0,POST OFFICE DOOR SIGN EXPLAINING HOURS OF OPERATION. SEEN AT DOME CREEK IN BRITISH COLUMBIA. JULY 2002.
0,OLD STREET SIGN ON BUILDING WITH PARK AVE LISTED BY ITS ORIGINAL NAME 4TH AVE.
1,I'VE LIVED HERE FOR FIVE YEARS, BUT ONLY NOTICED THE OLD STREET NAME ABOVE THE STREET SIGN THE OTHER DAY
0,A TRIPPY SIGN FROM DOWN IN CASTLE ROCK TELLING HIKERS THAT IT'S PRIVATE PROPERTY
8,I SORT OF CLIPPED THE SIGN TO GET MORE OF THE MOUNTAINS AND LAKE IN THE PHOTO. 10/6/07
0,A MARKET STALL WITH A SIGN WRITTEN IN TIPPEX IS NOT...
0,CHICKADEE POSING BETWEEN BITES BY THE SIGN AND DONATION BOX AT OWL WOODS.
0,THIS HOUSE ALSO HAD A BLUE STAR SIGN IN THE FRONT DOOR WINDOW.
0,DUDE HAVING A ANTI-KARAMANLIS SIGN IN HIS BACKPACK. IN TSIMISKI STREET MARCHING TOWARDS THE FAIR.
0,ALAS, FOR THE SIGN IT WAS. SOMEWHERE OFF HIGHWAY 5 IN BC.
0,BADLY PAINTED ROAD SIGN IN MY STREET.
0,AN OLD ROAD SIGN IN NEED OF RENOVATION IN THE HAMLET OF BOW BRIDGE SOUTH DEVON.
0,FAMOUS SIGN IN THEATER DISTRICT
1,IN THE BASKET WERE LITTLE CARDS ON LOOPS OF RIBBON TO SIGN YOU NAME AND WELL WISHES FOR THE COUPLE...
1,OPEN HOUSE SIGN ABOVE THE DOORWAY IN THE MAIN SALON
0,SIGN FOR THE MONUMENTS ON HEMAKUTA HILL IN HAMPI.
0,A SIGN BY A LITTLE ROCK JETTY THING.  RESIZED IT, BUT OTHERWISE SOOC.
0,A SIGN ON THE DOOR OF AN ABANDONED HOTEL IN KOOSKIA, IDAHO.
8,IMPRESSIVE INLAY THAT WAS THE SOLE SIGN MARKING THE ENTRANCE TO THE (MODEST) OUTDOOR THEATER SPACE IN ROWNTREE PARK.
8,THE SMALL WHITE SIGN UNDER THE &AMP;QUOT;BOURBON ST.&AMP;QUOT; SIGN SAYS, &AMP;QUOT;WORK IS THE CURSE OF THE DRINKING CLASS.&AMP;QUOT;
0,I'M PRETTY SURE THE BAR WITH THIS SIGN DID NOT, IN FACT, KNOW WE WERE COMING.
1,OK, SO LIKE 89% OF THE POPULATION, I LIKE NEON. THIS IS THE SIGN IN OUR OFFICE WINDOW.
0,I'VE BEEN WATCHING THIS TREE IN GROVELAND MA CONSUME THIS OLD SIGN SINCE THE LATE 80'S.
0,SIGN IN BAR : SWING NIGHT
1,THE MICROWAVE TOWERS ON THE HILL ABOVE THE SIGN
0,RUSTY STREET SIGN IN INDIA
1,I FOUND THIS SIGN NAILED TO A TREE ON THE SIDE OF THE ROAD IN RORATUNGA.
8,VIEW OF THE PENTHOUSE SUITES BELOW US.    NOTE THE LINE OF MUD IN THE WATER AS WE ENTER, SIGN OF THINGS TO COME...
1,SIGNBOARD VALENTINES : A MISCHIEF ON THE SIGN BY THE ROAD #PHOTO #SHOTWITHIPHONE
0,DETAIL OF A WALL SIGN IN NORTH PORTLAND, OREGON.
0,TOY DOG TIED TO A SIGN ADVERTISING A PET SHOP IN BRIGHTON.TAKEN WITH PANASONIC 20MM F1.7 LENS ON PANASONIC G1.
0,THERE WAS A SIGN NEAR BY THAT WAS LABELED PINK BEAUTY BUT I DON'T THINK THESE PURPLE FLOWERS WERE THAT.
0,TEAM BY SIGN WITH BIKE IN FRONT
0,STRANGE BATHROOM SIGN IN BANGKOK BAR
0,A SIGN AT THE SEA TURTLE SANCTUARY IN CAMARONES
0,THIS SIGN DECORATED STORE AND HOUSE WINDOWS EVERYWHERE IN SOUTH PARK
0,VERY WELL KEPT AND SHINY PUB SIGN IN COLTHAM ROAD, SHORT HEATH, WILLENHALL
0,TRAIL SIGN AT BRIDGE 4 IN MUIR WOODS
0,ANOTHER SIGN OVER THE MARKET
0,REFLECTION OF &AMP;QUOT;KINGCORN&AMP;QUOT; ADVERTISING SIGN IN POLISHED MARBLE FLOOR
0,ON A CRAB APPLE TREE IN HOW TUN WOODS.LAST WEEK THERE WAS NO SIGN OF IT.
0,ORLEANS STREET SIGN IN NEW ORLEANS SQUARE
8,QUITE LIKED THE RED OF THE SIGN AND RESCUE RING AGAINST THE BLUE OF THE WATER AND SKY.
8,A SIGN IN THE BATHROOM AT ACME. THE BATHROOM THAT IS THE SIZE OF A VERY SMALL CLOSET!
0,I STUMBLED ACROSS A PEACE SIGN SOMEONE HAD SCRIBBLED IN THE SAND ON CANNON BEACH.
0,YES OOPS YOU MIGHT SEE THE SIGN IN FRONT OF THAT BLACK CAR, WELL I DIDN'T SEE IT HONEST!
0,A ONEWAY STREET SIGN IN DOWNTOWN OKC
0,WOMEN'S BATHROOM SIGN IN THE HONOLULU AIRPORT
8,WHEN WE WERE WALKING IN BRICKTOWN OKC WE PASSED THIS SMALL CAFE.  I LOVED THE WAY THE STREET SIGN GLOWED IN THE DARKNESS.
8,THE SIGN MARKING WHERE THE FIRST PINA COLADA WAS MADE AT THE BARRACHINA BAR IN OLD SAN JUAN, PUERTO RICO
0,A SIGN IN THE BATHROOM OF OUR HOSTEL WARNING US TO BE CAREFUL OF LANDSLIDE.
0,SOCK MONKEY SITTING NEAR A SIGN
1,THE BEST COMPUTER SIGN IN THE COUTRY
0,AN ELECTRONIC SIGN IN SHINJUKU IN TOKYO, JAPAN DEPICTING A CUTE PENGUIN WEARING A CROWN. NO IDEA WHAT IT IS FOR!
1,JUDGING BY THE SIGN DOWN THERE AT THE JUNCTION, THIS WAS TAKEN 22 KMS WEST OF NYNGAN ON THE BARRIER HIGHWAY
1,A BRILLIANT SIGN ON THE WALL IN THE BARCODE NIGHTCLUB IN FAIRVIEW, DUBLIN.
0,THIS VINTAGE PLASTIC SIGN IS AT A VINTAGE CAR WASH IN SOUTH ST. JOSEPH, MISSOURI.
0,OLD NEON LIQUOR SIGN FOR A BAR CALLED PATS IN PORTSMOUTH, OHIO.
0,STANDING BY THE ROUTE 66 SIGN AT STUCKEYS SOMEWHERE IN NEW MEXICO
0,WARNING SIGN ON COCONUT TREE IN BROOME PARK.
0,A FUNNY STREET SIGN IN RAMONA, CA.  THERE IS A STREET CALLED A STREET.
0,AN AGE-INAPPROPRIATE BUT QUITE HILARIOUS SIGN ON A BATHROOM DOOR IN AN ABANDONED SCOUTS DEN, BALLYJAMESDUFF, CAVAN
0,A GHIBLI MUSEUM SIGN ON THE ROAD IN MITAKA
0,STREET SIGN IN VIGAN
0,THE WALL IN FRONT OF ELVIS' HOUSE (WE DIDN'T HAVE A MARKER TO SIGN IT)
0,TOOLS AND BEARINGS ALL OVER THE FLOOR A SURE SIGN OF WORK BEING DONE!
0,SHABBY COUNTRY  SIGN MULITI MEDIA FOR KITCHEN 9IN BY 9INSAYS........ YOU ARE WHAT YOU EAT.......SO EAT SOMETHING SWEET
1,THE YELLOW 'CISK' SIGN SIGNIFIES A BAR - THE VILLAGE'S LABOUR BAR, IN FACT.
0,RANCH SIGN IN KITCHEN
0,THIS WAS A FUNNY MISING CAT SIGN OUTSIDE TOP POT IN CAPITOL HILL
0,ARBY'S BIG HAT SIGN LOCATED IN PIGEON FORGE, TENNESEE.
1,SIGN ON SUNSET STRIP IN FT. LAUDERDALE THE PEDESTRIAN CROSSING THE STREET IS HOLDING A MARTINI GLASS. :)
0,CHANCED UPON THIS FUNNY ROAD SIGN WHILE WALKING. SO, DEFINITELY NEEDS TO TAKE A PICTURE OF IT.
0,STANLEY ROADSIGN - NOTICE 2ND TOP SIGN IN YELLOW
8,A SIGN IN THE CAR OF THE MONORAIL ON THE GROUNDS OF THE NATIONAL MOTOR MUSEUM IN BEAULIEU, ENGLAND
0,RANDOM BUSINESS SIGN IN THE FLOWER DISTRICT, NYC
0,HARD ROCK CAFE SIGN IN NASHVILLE, TN
0,BIKE ST LOUIS SIGN IN THE STREET
0,THIS SIGN SHOULD BE POSTED ALL OVER WASHINGTON HEIGHTS. PEOPLE THINK THE STREET IS THEIR OWN PERSONAL TRASH CAN.
0,F.T.R.A. BRIDGE SIGN IN
0,FUNNY SIGN BY THE GREAT WALL
0,RUSTY METAL SIGN WITH BLACK WRITING IN TOOTING, LONDON.
0,FALLING ROCK SIGN IN YELLOWSTONE NATIONAL PARK IN WYOMING.
0,SIGN IN TABLE
0,RESIN DUCKY WITH SIGN LANGUAGE 'P', BACKED BY GREEN GLITTER.
0,AN INSTRUCTIVE STREET SIGN IN CHELSEA.  AND ON THAT NOTE, FAREWELL, NEW YORK!
0,THIS SIGN WAS ACTUALLY ON CHURCH PROPERTY...THEY HAVE A CHILDRENS PLAY AREA IN BEHIND THE FENCE...
0,MEMORIAL SIGN IN BOOK 14
0,A STOP SIGN ON THE PEDESTRIAN WALK FOR PEOPLE IN FRONT OF A STREET CROSSING.
0,THE SIGN AT SOME COCKTAIL BAR IN TOWN
1,EVAN POSING NEXT TO THE SIGN AS WE EXITED THE CRAPPIEST ROAD IN UTAH.
0,IT'S OFFICIALLY TURNED COLD AND WET AND RAINY IN OHIO, A TRUE SIGN OF FALL.10.1.08 THE ROOF OF MUDD
8,I FIGURE I'LL KEEP THE OUT OF IRAQ SIGN IN THE WINDOW UNTIL THE SUN FADES ALL THE INK OFF IT.
0,ORTHODOX CHURCH SIGN AGAINST BLUEST OF SKIES
0,AN &AMP;QUOT;ANTIQUES&AMP;QUOT; PAINTED SIGN AND WINDOW ON AN ABANDONED BUILDING IN ALVISO, CA.
0,SIGN REFLECTION IN THE HOOD OF PARKED CAR
0,DAY 117, APRIL 26: A SIGN AT THE DOG PARK IN EAST LANSING.
0,&AMP;QUOT;PERFECTION&AMP;QUOT; STREET SIGN IN CRAVEN COUNTY, NORTH CAROLINA
0,#201 ON EXPLORE, JULY 7TH, 2007UNUSUAL STREET SIGN IN INVERNESS.
8,WE FOUND A DESK BY THE SIDE OF THE ROAD WITH A FREE SIGN ON THE DRAWER. SO WE TOOK IT. PROCESSING BY ANNA.
0,BAD ECCLESIOLOGY = BAD CHRISTOLOGY: ANNOYING CHURCH SIGN SEEN ON HARDY ROAD OUTSIDE OF VINTON IN FEBRUARY 2008
0,A BUTTERFLY TAKES 10 UNDER A WET FLOOR SIGN AT THE PSC
1,OUR GUARDIAN SPIDER AT WORK LIVES IN THE SIGN OUTSIDE THE FRONT DOOR
0,THIS SIGN WAS IN THE SKY WHEEL CAR LEAH, GUS AND I SAT IN.
0,SIGN FOUND IN BATHROOM WHILE WE WERE TRYING TO LOCATE A DIFFERENT LOST IPHONE
1,A NEW NEON SIGN ON SILVER STREET, IN THE WINDOW OF ANNAPURNA, THE AYURVEDIC VEGETARIAN RESTAURANT.
1,APRIL 19, 2009 - A SIGN IN THE WINDOW OF THE ELEMENTARY SCHOOL NEXT TO MY APARTMENT COMPLEX.
0,THERE IS A &AMP;QUOT;KFC&AMP;QUOT; SIGN AND REFLEXED BY A BUS WHICH BEEN STAY THERE FOR 5 SEC
0,HOTEL SIGN KNOCKED OVER BEHIND A TREE
8,BILL STANDING BY THE SIGN WITH THE OBSERVATION TOWER IN THE BACKGROUND
2,LACKING A REAL MACHINE TO LUG TO THE CONVENTION, ONE PERSON GETS BY HAVING NOLAN SIGN THIS INSTEAD.
0,I REDESIGNED A SIGN FOR MY SOUM. THIS IS IN RUSSIAN, MONGOLIAN, AND ENGLISH. IT IS AN INFORMATIVE ROAD SIGN.
0,STOLEN!!  DROVE BY THIS FRIDAY (5/8/09) AND NOW THERE'S JUST A POLE AND A NOTE ASKING TO HAVE THE SIGN BACK.
0,A SIGN BY STEVEN'S HOUSE BEFORE A MAD NIGHT OUT
0,SIGN ON A DOOR TO THE PUMP HOUSE OF A SWIMMING POOL AT MY HOTEL IN MALTA.
0,STEPH AND A CRAZILLY REFLECTED ROAD SIGN IN JOSH'S ROOM
0,SIGN IN RESTAURANT BATHROOM WARNING SHOPPERS AGAINST SHOPLIFTING. OFFERED: FREE RIDE IN SHERIFF'S CAR
0,THIS SIGN IS ON A HOUSE ON A HILLSIDE OVERLOOKING THE 52/125 INTERCHANGE IN SANTEE, CA
0,LEGENDARY "NO STAIRWAY TO HEAVEN" SIGN IN ENGLAND GUITAR STORE WINDOW ON MARSHALL AMP
8,THE SIGN AT THE END OF JOHN F. KENNEDY STREET IN GOLDEN GATE PARK IN SAN FRANCISCO CALIFORNIA WITH THE MOON IN THE BACKGROUND
0,SIGN IN A SHOP WINDOW SEEN THROUGH A CAR WINDSCREEN.
0,A SIGN FOR A HAUNTED HOUSE IN AN OVERGROWN PARKING LOT NEAR NORTHGATE MALL.
0,A FADED SIGN SPOTTED IN A VERITABLE SEA OF RETAIL MALLS AND BIG BOX STORES IN KELOWNA. (037A)
1,REFLECTION OF THE COSTA SIGN IN THE WINDOW
0,OLD SIGN ON A WALL IN BUCHANAN STREET.TAKEN WITH PENTAX AUTO 110 50MM F2.8 LENS ON PANASONIC G1.
1,FRANK WAS EXPLAINING THE MEANING OF HIS SIGN TO SOMEBODY THAT WAS SITTING BY THE WINDOW.
0,STREET SIGN - ST. PETER'S SQUARE IN MANCHESTER
0,BACK OF SIGN ABOVE BRIDGE
0,ANTONELLA MADE THIS SIGN FOR ME AND LEFT IT IN THE WINDOW
0,THIS IS A DARKCLOUD SIGN ACROSS THE STREET FROM EMMA'S IN KENDALL SQUARE.
0,OPERA SIGN IN STAINED GLASS
8,ROUND THE RIGHT HAND SIDE OF THE ADMIN BUILDING NEAR THE BLOCK COVERED IN IVY IS THIS QUIRKY SIGN
0,FOUND THIS SIGN ABOVE A URINAL IN THE TRAINING OFFICE
0,LONDON, ENGLAND.A SIGN POLE IN FRONT OF WESTMINSTER ABBEY.
0,A GIRL HOLDING UP A 'TUNE' SIGN IN THE CROWD. O2 WIRELESS FESTIVAL, HYDE PARK, LONDON JUNE 2007
0,A SIGN WARNS OF THE DANGERS OF CROCODILES IN A MANGROVE FOREST IN DARWIN.
0,MADDEN GRAS PARADE (JOE HORN IN WHITE SHIRT THROWING BEADS)
2,JUST NEEDS TO BE TRIMMED DOWN.MR. KYLE VAN HORN IS OFFICIALLY THE BEST PERSON IN THE WORLD.
2,STEAM DRIVEN CLOCK IN VANCOUVER OLD TOWN. ON THE HOUR IT TOOTS THE HORN LIKE A SHIP
0,FLAT BEACH IN HORN HEAD. SO MANY PEOPLE WALKING THEIR DOGS.
0,HORN POND TREE IN BLACK AND WHITE 2
0,GLASS ARTWORK BY HARRY HORN (MOUSE) AND DALE CHIHULY (SEAFORM) SITTING ON A LIGHT BOX IN MY LIVING ROOM.
8,THE VIEW THROUGH THE WINDOW IN THE SULTAN'S BEDROOM OUT ACROSS THE GOLDEN HORN TO THE NORTH.
2,THE CAT IN THE HAT ... WITH A FRENCH HORN
0,HORN POND TREE IN BLACK AND WHITE
2,I HAD MY EB HORN SITTING ON THE TABLE UNDER MY WILLOW TREE, AND NOTICED THIS COOL REFLECTION.
2,ISTANBUL FISH MARKET BY THE GOLDEN HORN
8,THE UNKAPANI BRIDGE CROSSING OVER THE GOLDEN HORN ,KINDA GIVES YOU AN IMPRESSION OF THE AMOUNT OF PEOPLE.
2,THE BLACK RHINO RUBBED HIS HORN AGAINST THE FENCE
0,MINUS 21.5 MYODISC IN TURTLE / HORN RIMMED TYPE PLASTIC FRAME
2,AN ABANDONED HOME STANDING AGAINST THE WINDS FROM BLUE CLOUDS ALONG THE BIG HORN RIVER IN MONTANA
2,YOU CAN TELL THE LION IS FEMALE BY THE HORN OF JEALOUSY ON HER HEAD.
0,LONG HORN EXCESS SOFA BED IN BLACK LEATHER TEXTILE 582 - FRONT PAGE
2,RESTAURANT IN THE HORN OF THE CARNIVAL PRIDE - ROSE COLORED GLASS ROOF
2,ENJOYING A FISH SANDWICH UNDER A BRIDGE NEAR THE GOLDEN HORN - ISTANBUL.
0,LONG HORN @ WIMPOLE MANOR IN BLACK AND WHITE
0,A HORN BILL BIRD IN THE TREE
2,A GROUP OF BIG HORN SHEEP CROSS THE ROAD IN FRONT OF US AS WE ENTER THE PARK.
2,BIG HORN COUNTY.  THE ST. XAVIER POST OFFICE BUILDING IN 2010.
5,MY HORN IN SOME INTERESTING LIGHT AND SHADOWS THAT APPEARED ON MY KITCHEN TABLE ONE AFTERNOON.
4,A CHILD ON THE SIDE OF THE ROAD ATTEMPTS TO SELL COW HORN LIGHT TO PASSING COMMUTERS IN CARS AND BUSES.
2,FIRE BOAT SPRAYING WATER IN THE GOLDEN HORN OF THE BOSPHORUS, ISTANBUL, TURKEY.
0,LAGLIO - WINDING ROAD UNDER ROOF BESIDE LAKE COMO; DRIVERS HAD TO HONK CAR HORN BEFORE ENTERING CORNER
2,FOOLING AROUND WITH GIMP AND CS4 AGAIN. THE LITTLE PERSON THAT BLOWS THE HORN IN MY CAR
8,SPOUTING HORN NEAR POIPU - THE WATER COMES OUT THROUGH A HOLE IN THE GROUND AS THE WAVES RUSH IN.
2,VIEW OF THE KIRIN HORN FROM THE WATER BUS STATION IN ASAKUSA.
2,PEOPLE STANDING ON THE BRIDGE OVER THE GOLDEN HORN AND FISHING.
2,GALATA TOWER AND BEYOGLU OVER THE GOLDEN HORN
0,SHELL FALLS NATIONAL RECREATION TRAIL. A GORGEOUS WATER FALL AND CANYON ALONG THE BIG HORN SCENIC BYWAY IN WYOMING.
0,PRISCILLA IS A SHORT HORN COW AND MOTHER OF PLATO, THE WHITE BULL CALF IN SOME OF MY OTHER PICS.
8,THE UNKAPANI BRIDGE CROSSING OVER THE GOLDEN HORN ,KINDA GIVES YOU AN IMPRESSION OF THE AMOUNT OF PEOPLE.
0,NAOMI HORN CUMMINGS FIXING A SCRAPE ON HER SON, SONNY, IN GRANDMA GUSSIE'S KITCHEN TABLE     AUG. 1950
2,NOTE THE HORN IN HAND.  MUSIC FROM TRUCK CONSISTED OF TWO SONGS: EYE OF THE TIGER AND ROCKY THEME SONG.
0,A RUSTY SIGN IN MOUNT VERNON, OHIO, READING &AMP;QUOT;CALL FIRE DEPARTMENT WHEN LIGHT FLASHES OR HORN SOUNDS&AMP;QUOT;.
0,THIS HORN SEEMS TO BE THE UNIVERSAL SIGN FOR A POSTAL BOX IN EUROPE.
2,I WALKED AROUND THE TOWER CLOCKWISE, STARTING OUT FACING THE GOLDEN HORN
0,A LITTLE BOY IN A STRIPED SHIRT BLOWS ON A HORN
8,A RED-HAIRED GIRL SOAKS UP THE SUNSHINE NEXT TO THE REBECCA HORN TOWER AT THE BEACH IN BARCELONETA.
2,THIS PRYOR HORSE WAS EATING ALONGSIDE THE ROAD IN THE BIG HORN RECREATION AREA.
2,VIEW FROM THE TOP OF GALATA TOWER INCLUDING GALATA BRIDGE  OVER THE GOLDEN HORN
2,CLOSE UP OF HORN ON COW SKULL ABOVE THE BED
2,A YOUNG MALE BIG HORN SHEEP TRYING TO FIGURE OUT HOW TO CROSS THE 1A HIGHWAY NEAR EXSHAW, AB.
0,GROUP SHOT - NOTE PERSON IN CAR LOOKING AT THE GROUP WITH HAND ON HORN - HONKING FOR PEACE IN ACTION!
0,LARGE FABRIC WALL HANGING OF 4-KEY VALVE HORN SILK-SCREENED IN YELLOW AND BROWN.
0,HORN IN A ROCK WALL
1,THIS IS THE FEMALE RHINO. THE MALE WAS BEGIN CRANKY (SCARY) AND KNOCKING HIS HORN AGAINST THE HUGE PROTECTIVE POLES.
2,FISHERMEN ON THE BRIDGE OVER THE GOLDEN HORN
2,AT THE GOLDEN HORN BY DAY AND BY NIGHT (EATING FISH OR SOMETHING ELSE).
2,THIS DOG WAS UNINTENTIONALLY HOLDING THE HORN DOWN IN THIS TRUCK AS IT BARKED AT OTHER DOGS.
0,CUTE NO HORN BLOWING STREET SIGN IN CUZCO, PERU
2,VIEW FROM THE TOP OF GALATA TOWER  INCLUDING GALATA BRIDGE  OVER THE GOLDEN HORN
0,COW MOOSE JUMPING POLE FENCE TO HEAD INTO TIMBER FOR DAY.  BIG HORN MOUNTAINS IN WYOMING.
8,THAT'S THE HORN OF OUR ORANGE RIVER BOAT IN THE LOWER CORNER OF THE PHOTO
0,GIRL IN PINK PLAYS YELLOW HORN
8,SULTAN AHMED MOSQUE FROM THE WINDOW OF GOLDEN HORN HOTEL..AND IN THE BACKGROUND THE POSEPHORE STRAIT
2,PEDESTRIAN BRIDGE OVER THE BIG HORN RIVER
8,LALALA....(TO THE TUNE OF LITTLE BOY BLUE COME BLOW YOUR HORN THE SHEEP IN THE MEADOW THE COWS IN THE CORN...)
0,A YET MORE DETAILED VIEW OF THE FLOWER BOUQUET IN A HORN OF PLENTY.
5,MY HORN IN SOME INTERESTING LIGHT AND SHADOWS THAT APPEARED ON MY KITCHEN TABLE ONE AFTERNOON.
0,SIGNED PEN AND INK DRAWING BY C H HORN 1901 JUMPING WATER
0,LONG HORN COW IN BLACK AND WHITE
8,ONE OF THE TOWERS ALONG THE GOLDEN HORN WITH A BIT OF THE CURTAIN WALL VISIBLE TO THE LEFT. TAKEN IN 1995
